id,Shipper_ID,Shipper_Name,Tracking_ID,Order_Granular_Status,Delivery_Type_Name,Service_Type,Service_Level,Parcel_Size_ID,Original_Weight,Create_Time,Delivery_Date,Gender,L1_Name,To_Postcode, Actual_delivery_fee, cod_collected, cod_fee, insured_value, insurance_fee, SST , Total_Charge,Country,created_at,updated_at
,690929,1,NVMY34535000011099,1,1,1,1,1,1,7/24/2024 16:28,4/19/2024,1,Perak,36000,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011150,1,1,1,1,1,1,7/25/2024 16:28,4/19/2024,1,Terengganu,23000,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011103,1,1,1,1,1,1,7/26/2024 16:28,4/19/2024,1,Pahang,26690,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011128,1,1,1,1,1,1,7/27/2024 16:28,4/19/2024,0,Selangor,40000,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011159,1,1,1,1,1,1,7/28/2024 16:28,4/19/2024,1,Pahang,25150,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011102,1,1,1,1,1,1,7/29/2024 16:28,4/19/2024,1,Terengganu,24000,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011092,1,1,1,1,1,1,7/30/2024 16:28,4/19/2024,0,Kuala Lumpur,56000,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011154,1,1,1,1,1,1,7/31/2024 16:28,4/19/2024,1,Kelantan,18400,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011030,1,1,1,1,1,1,8/1/2024 16:28,4/19/2024,0,Selangor,41200,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011046,1,1,1,1,1,1,8/2/2024 16:28,4/19/2024,1,Pahang,25150,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011125,1,1,1,1,1,1,8/3/2024 16:28,4/19/2024,0,Johor,81200,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011074,1,1,1,1,1,1,8/4/2024 16:28,4/19/2024,1,Pahang,25150,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011153,1,1,1,1,1,1,8/5/2024 16:28,4/19/2024,1,Kelantan,16300,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011093,0,1,1,1,1,1,8/6/2024 16:28,4/19/2024,1,Sarawak,96100,13, -   , -   , -   , -   ,0.78,13.78,0,,
,690929,1,NVMY34535000011105,1,1,1,1,1,1,8/7/2024 16:28,4/19/2024,0,Pahang,28000,7, -   , -   , -   , -   ,0.42,7.42,1,,
,690929,1,NVMY34535000011107,1,1,1,1,1,2,8/8/2024 16:28,4/19/2024,1,Kelantan,16100,7.8, -   , -   , -   , -   ,0.47,8.27,1,,
,690929,1,NVMY34535000011174,1,1,1,1,1,4,8/9/2024 16:28,4/19/2024,0,Kelantan,18300,9.4, -   , -   , -   , -   ,0.56,9.96,1,,
